coordinates 	40.06	6.39	168.06	6.39
time(s)	frame	Idon(a.u.)	Iacc(a.u.)	Idon ideal(a.u.)	Iacc ideal(a.u.)	FRET	FRET ideal (blurr)	FRET ideal	state sequence
1.000000e-01	1	1.291427e+03	6.948743e+02	2.880000e+01	7.200000e+00	3.498333e-01	2.000000e-01	2.000000e-01	1
2.000000e-01	2	1.767587e+03	2.750336e+02	2.880000e+01	7.200000e+00	1.346474e-01	2.000000e-01	2.000000e-01	1
3.000000e-01	3	1.165957e+03	4.228806e+02	2.880000e+01	7.200000e+00	2.661573e-01	2.000000e-01	2.000000e-01	1
4.000000e-01	4	1.244856e+03	3.688357e+02	2.880000e+01	7.200000e+00	2.285664e-01	2.000000e-01	2.000000e-01	1
5.000000e-01	5	1.097683e+03	2.389987e+02	2.880000e+01	7.200000e+00	1.788000e-01	2.000000e-01	2.000000e-01	1
6.000000e-01	6	2.031403e+03	2.927185e+02	2.880000e+01	7.200000e+00	1.259480e-01	2.000000e-01	2.000000e-01	1
7.000000e-01	7	1.610487e+03	4.365973e+02	2.880000e+01	7.200000e+00	2.132777e-01	2.000000e-01	2.000000e-01	1
8.000000e-01	8	1.644606e+03	5.893154e+02	2.880000e+01	7.200000e+00	2.638031e-01	2.000000e-01	2.000000e-01	1
9.000000e-01	9	1.850759e+03	1.513312e+02	2.880000e+01	7.200000e+00	7.558658e-02	2.000000e-01	2.000000e-01	1
1	10	1.760192e+03	6.468043e+02	2.880000e+01	7.200000e+00	2.687184e-01	2.000000e-01	2.000000e-01	1
1.100000e+00	11	1.711030e+03	3.267982e+02	2.880000e+01	7.200000e+00	1.603659e-01	2.000000e-01	2.000000e-01	1
1.200000e+00	12	1.303670e+03	4.917182e+02	2.880000e+01	7.200000e+00	2.738786e-01	2.000000e-01	2.000000e-01	1
1.300000e+00	13	1.484709e+03	2.501317e+02	2.880000e+01	7.200000e+00	1.441813e-01	2.000000e-01	2.000000e-01	1
1.400000e+00	14	1.617896e+03	0	2.880000e+01	7.200000e+00	0	2.000000e-01	2.000000e-01	1
1.500000e+00	15	2.168882e+03	3.775114e+02	2.880000e+01	7.200000e+00	1.482534e-01	2.000000e-01	2.000000e-01	1
