coordinates 	54.19	0.26	182.19	0.26
time(s)	frame	Idon(a.u.)	Iacc(a.u.)	Idon ideal(a.u.)	Iacc ideal(a.u.)	FRET	FRET ideal (blurr)	FRET ideal	state sequence
1.000000e-01	1	1.340603e+03	2.749000e+02	2.880000e+01	7.200000e+00	1.701637e-01	2.000000e-01	2.000000e-01	1
2.000000e-01	2	2.088137e+03	1.836257e+02	2.880000e+01	7.200000e+00	8.082960e-02	2.000000e-01	2.000000e-01	1
3.000000e-01	3	1.550834e+03	4.776132e+02	2.880000e+01	7.200000e+00	2.354576e-01	2.000000e-01	2.000000e-01	1
4.000000e-01	4	1.249665e+03	6.493407e+02	2.880000e+01	7.200000e+00	3.419373e-01	2.000000e-01	2.000000e-01	1
5.000000e-01	5	2.150705e+03	3.827545e+02	2.880000e+01	7.200000e+00	1.510798e-01	2.000000e-01	2.000000e-01	1
6.000000e-01	6	2.142782e+03	6.502355e+02	2.880000e+01	7.200000e+00	2.328075e-01	2.000000e-01	2.000000e-01	1
7.000000e-01	7	2.169791e+03	5.743266e+02	2.880000e+01	7.200000e+00	2.092938e-01	2.000000e-01	2.000000e-01	1
8.000000e-01	8	1.717924e+03	5.503733e+02	2.880000e+01	7.200000e+00	2.426372e-01	2.000000e-01	2.000000e-01	1
9.000000e-01	9	1.819453e+03	6.110358e+02	2.880000e+01	7.200000e+00	2.514045e-01	2.000000e-01	2.000000e-01	1
1	10	1.705660e+03	6.806336e+01	2.880000e+01	7.200000e+00	3.837315e-02	2.000000e-01	2.000000e-01	1
1.100000e+00	11	2.004552e+03	4.158774e+02	2.880000e+01	7.200000e+00	1.718197e-01	2.000000e-01	2.000000e-01	1
1.200000e+00	12	1.812328e+03	4.993855e+02	2.817217e+01	7.827835e+00	2.160240e-01	2.174398e-01	2.000000e-01	1
1.300000e+00	13	6.036508e+02	1.804151e+03	1.080000e+01	2.520000e+01	7.492939e-01	7.000000e-01	7.000000e-01	4
1.400000e+00	14	6.590189e+02	1.209935e+03	1.080000e+01	2.520000e+01	6.473862e-01	7.000000e-01	7.000000e-01	4
