coordinates 	66.85	110.96	194.85	110.96
time(s)	frame	Idon(a.u.)	Iacc(a.u.)	Idon ideal(a.u.)	Iacc ideal(a.u.)	FRET	FRET ideal (blurr)	FRET ideal	state sequence
1.000000e-01	1	6.488141e+02	1.281901e+03	1.080000e+01	2.520000e+01	6.639514e-01	7.000000e-01	7.000000e-01	2
2.000000e-01	2	7.074785e+02	1.788258e+03	1.080000e+01	2.520000e+01	7.165252e-01	7.000000e-01	7.000000e-01	2
3.000000e-01	3	8.114674e+02	1.516345e+03	1.080000e+01	2.520000e+01	6.514034e-01	7.000000e-01	7.000000e-01	2
4.000000e-01	4	7.831772e+02	8.764379e+02	1.080000e+01	2.520000e+01	5.280971e-01	7.000000e-01	7.000000e-01	2
5.000000e-01	5	7.667192e+02	9.809800e+02	1.080000e+01	2.520000e+01	5.612980e-01	7.000000e-01	7.000000e-01	4
6.000000e-01	6	4.490140e+02	1.496005e+03	1.080000e+01	2.520000e+01	7.691467e-01	7.000000e-01	7.000000e-01	4
7.000000e-01	7	5.772296e+02	1.468268e+03	1.080000e+01	2.520000e+01	7.178048e-01	7.000000e-01	7.000000e-01	4
8.000000e-01	8	5.663621e+02	1.866716e+03	1.080000e+01	2.520000e+01	7.672240e-01	7.000000e-01	7.000000e-01	4
9.000000e-01	9	7.072917e+02	1.431647e+03	1.080000e+01	2.520000e+01	6.693258e-01	7.000000e-01	7.000000e-01	4
1	10	1.037985e+03	1.261573e+03	1.080000e+01	2.520000e+01	5.486155e-01	7.000000e-01	7.000000e-01	4
1.100000e+00	11	5.228343e+02	1.609457e+03	1.080000e+01	2.520000e+01	7.548016e-01	7.000000e-01	7.000000e-01	4
1.200000e+00	12	3.650489e+02	1.189703e+03	1.080000e+01	2.520000e+01	7.652044e-01	7.000000e-01	7.000000e-01	4
1.300000e+00	13	4.182620e+02	1.185586e+03	1.080000e+01	2.520000e+01	7.392135e-01	7.000000e-01	7.000000e-01	4
1.400000e+00	14	5.419565e+02	1.423452e+03	1.080000e+01	2.520000e+01	7.242524e-01	7.000000e-01	7.000000e-01	4
1.500000e+00	15	4.798593e+02	1.809593e+03	1.080000e+01	2.520000e+01	7.904043e-01	7.000000e-01	7.000000e-01	4
1.600000e+00	16	8.986970e+02	1.577698e+03	1.080000e+01	2.520000e+01	6.370946e-01	7.000000e-01	7.000000e-01	4
1.700000e+00	17	7.968377e+02	1.401737e+03	1.080000e+01	2.520000e+01	6.375663e-01	7.000000e-01	7.000000e-01	4
1.800000e+00	18	6.682223e+02	8.993897e+02	1.080000e+01	2.520000e+01	5.737323e-01	7.000000e-01	7.000000e-01	4
1.900000e+00	19	9.290550e+02	1.301588e+03	1.080000e+01	2.520000e+01	5.835035e-01	7.000000e-01	7.000000e-01	4
2	20	5.477413e+02	1.231264e+03	1.080000e+01	2.520000e+01	6.921081e-01	7.000000e-01	7.000000e-01	4
2.100000e+00	21	4.260506e+02	1.529669e+03	1.080000e+01	2.520000e+01	7.821515e-01	7.000000e-01	7.000000e-01	4
2.200000e+00	22	9.576673e+02	1.830770e+03	1.080000e+01	2.520000e+01	6.565577e-01	7.000000e-01	7.000000e-01	4
2.300000e+00	23	7.089443e+02	1.378459e+03	1.080000e+01	2.520000e+01	6.603703e-01	7.000000e-01	7.000000e-01	4
2.400000e+00	24	3.986763e+02	1.212679e+03	1.080000e+01	2.520000e+01	7.525832e-01	7.000000e-01	7.000000e-01	4
2.500000e+00	25	6.570743e+02	1.150717e+03	1.080000e+01	2.520000e+01	6.365320e-01	7.000000e-01	7.000000e-01	4
2.600000e+00	26	5.751191e+02	1.352498e+03	1.080000e+01	2.520000e+01	7.016424e-01	7.000000e-01	7.000000e-01	4
2.700000e+00	27	4.137110e+02	1.368009e+03	1.080000e+01	2.520000e+01	7.678025e-01	7.000000e-01	7.000000e-01	4
2.800000e+00	28	4.419618e+02	1.687210e+03	1.080000e+01	2.520000e+01	7.924255e-01	7.000000e-01	7.000000e-01	4
2.900000e+00	29	6.381499e+02	8.797378e+02	1.080000e+01	2.520000e+01	5.795803e-01	7.000000e-01	7.000000e-01	4
3	30	3.562640e+02	1.337225e+03	1.080000e+01	2.520000e+01	7.896272e-01	7.000000e-01	7.000000e-01	4
3.100000e+00	31	9.627274e+02	1.206997e+03	1.080000e+01	2.520000e+01	5.562904e-01	7.000000e-01	7.000000e-01	4
3.200000e+00	32	7.241502e+02	1.611155e+03	1.080000e+01	2.520000e+01	6.899119e-01	7.000000e-01	7.000000e-01	4
3.300000e+00	33	5.572467e+02	1.500416e+03	1.080000e+01	2.520000e+01	7.291847e-01	7.000000e-01	7.000000e-01	4
3.400000e+00	34	5.778031e+02	1.028743e+03	1.080000e+01	2.520000e+01	6.403446e-01	7.000000e-01	7.000000e-01	4
3.500000e+00	35	4.387434e+02	1.418710e+03	1.080000e+01	2.520000e+01	7.637930e-01	7.000000e-01	7.000000e-01	4
3.600000e+00	36	7.848688e+02	1.343334e+03	1.080000e+01	2.520000e+01	6.312059e-01	7.000000e-01	7.000000e-01	4
3.700000e+00	37	4.766332e+02	1.307671e+03	1.080000e+01	2.520000e+01	7.328745e-01	7.000000e-01	7.000000e-01	4
3.800000e+00	38	4.191939e+02	1.038385e+03	1.080000e+01	2.520000e+01	7.124040e-01	7.000000e-01	7.000000e-01	4
3.900000e+00	39	9.601771e+02	1.368069e+03	1.080000e+01	2.520000e+01	5.875964e-01	7.000000e-01	7.000000e-01	4
4	40	3.923829e+02	1.939540e+03	1.080000e+01	2.520000e+01	8.317342e-01	7.000000e-01	7.000000e-01	4
4.100000e+00	41	3.738154e+02	1.463363e+03	1.080000e+01	2.520000e+01	7.965275e-01	7.000000e-01	7.000000e-01	4
4.200000e+00	42	8.817254e+02	1.589045e+03	1.080000e+01	2.520000e+01	6.431375e-01	7.000000e-01	7.000000e-01	4
4.300000e+00	43	5.246148e+02	5.317657e+02	1.080000e+01	2.520000e+01	5.033846e-01	7.000000e-01	7.000000e-01	4
4.400000e+00	44	8.975173e+02	1.437684e+03	1.080000e+01	2.520000e+01	6.156574e-01	7.000000e-01	7.000000e-01	4
4.500000e+00	45	6.804733e+02	1.248927e+03	1.080000e+01	2.520000e+01	6.473135e-01	7.000000e-01	7.000000e-01	4
4.600000e+00	46	4.946600e+02	1.135675e+03	1.080000e+01	2.520000e+01	6.965900e-01	7.000000e-01	7.000000e-01	4
4.700000e+00	47	9.019372e+02	9.683743e+02	1.080000e+01	2.520000e+01	5.177610e-01	7.000000e-01	7.000000e-01	4
4.800000e+00	48	4.122888e+02	1.555921e+03	1.080000e+01	2.520000e+01	7.905260e-01	7.000000e-01	7.000000e-01	4
4.900000e+00	49	8.327540e+02	1.106858e+03	1.080000e+01	2.520000e+01	5.706595e-01	7.000000e-01	7.000000e-01	4
5	50	7.856215e+02	1.544205e+03	1.080000e+01	2.520000e+01	6.627982e-01	7.000000e-01	7.000000e-01	4
5.100000e+00	51	5.924449e+02	1.522853e+03	1.080000e+01	2.520000e+01	7.199237e-01	7.000000e-01	7.000000e-01	4
5.200000e+00	52	1.131083e+02	1.451605e+03	1.080000e+01	2.520000e+01	9.277131e-01	7.000000e-01	7.000000e-01	4
5.300000e+00	53	3.316134e+02	9.365943e+02	1.080000e+01	2.520000e+01	7.385180e-01	7.000000e-01	7.000000e-01	4
5.400000e+00	54	5.475625e+02	1.426899e+03	1.080000e+01	2.520000e+01	7.226775e-01	7.000000e-01	7.000000e-01	4
5.500000e+00	55	4.309585e+02	1.038278e+03	1.080000e+01	2.520000e+01	7.066785e-01	7.000000e-01	7.000000e-01	4
5.600000e+00	56	6.603856e+02	1.482625e+03	1.080000e+01	2.520000e+01	6.918422e-01	7.000000e-01	7.000000e-01	4
5.700000e+00	57	6.251998e+02	1.398454e+03	1.080000e+01	2.520000e+01	6.910539e-01	7.000000e-01	7.000000e-01	4
5.800000e+00	58	6.507718e+02	1.591153e+03	1.080000e+01	2.520000e+01	7.097263e-01	7.000000e-01	7.000000e-01	4
5.900000e+00	59	6.197493e+02	1.493524e+03	1.080000e+01	2.520000e+01	7.067349e-01	7.000000e-01	7.000000e-01	4
6	60	5.642614e+02	1.338871e+03	1.080000e+01	2.520000e+01	7.035091e-01	7.000000e-01	7.000000e-01	4
6.100000e+00	61	7.271492e+02	1.268422e+03	1.080000e+01	2.520000e+01	6.356184e-01	7.000000e-01	7.000000e-01	4
6.200000e+00	62	1.027849e+03	1.657999e+03	1.080000e+01	2.520000e+01	6.173094e-01	7.000000e-01	7.000000e-01	4
6.300000e+00	63	1.051533e+03	1.164199e+03	1.080000e+01	2.520000e+01	5.254240e-01	7.000000e-01	7.000000e-01	4
6.400000e+00	64	5.482935e+02	1.357281e+03	1.080000e+01	2.520000e+01	7.122687e-01	7.000000e-01	7.000000e-01	4
6.500000e+00	65	7.874130e+02	1.503087e+03	1.080000e+01	2.520000e+01	6.562266e-01	7.000000e-01	7.000000e-01	4
6.600000e+00	66	2.541547e+02	1.583297e+03	1.080000e+01	2.520000e+01	8.616809e-01	7.000000e-01	7.000000e-01	4
6.700000e+00	67	4.415595e+02	1.241443e+03	1.080000e+01	2.520000e+01	7.376358e-01	7.000000e-01	7.000000e-01	4
6.800000e+00	68	5.432651e+02	1.558545e+03	1.080000e+01	2.520000e+01	7.415251e-01	7.000000e-01	7.000000e-01	4
6.900000e+00	69	4.777893e+02	1.591205e+03	1.080000e+01	2.520000e+01	7.690717e-01	7.000000e-01	7.000000e-01	4
7	70	4.974771e+02	1.772595e+03	1.080000e+01	2.520000e+01	7.808540e-01	7.000000e-01	7.000000e-01	4
7.100000e+00	71	8.922953e+02	1.601031e+03	1.080000e+01	2.520000e+01	6.421266e-01	7.000000e-01	7.000000e-01	4
7.200000e+00	72	5.289245e+02	1.105241e+03	1.080000e+01	2.520000e+01	6.763335e-01	7.000000e-01	7.000000e-01	4
7.300000e+00	73	5.287751e+02	2.125697e+03	1.080000e+01	2.520000e+01	8.007984e-01	7.000000e-01	7.000000e-01	4
7.400000e+00	74	6.304770e+02	1.783236e+03	1.080000e+01	2.520000e+01	7.387937e-01	7.000000e-01	7.000000e-01	4
7.500000e+00	75	5.659864e+02	1.384574e+03	1.080000e+01	2.520000e+01	7.098339e-01	7.000000e-01	7.000000e-01	4
7.600000e+00	76	5.765586e+02	1.284227e+03	1.080000e+01	2.520000e+01	6.901532e-01	7.000000e-01	7.000000e-01	4
7.700000e+00	77	4.200776e+02	1.332404e+03	1.080000e+01	2.520000e+01	7.602956e-01	7.000000e-01	7.000000e-01	4
7.800000e+00	78	5.587793e+02	1.625617e+03	1.080000e+01	2.520000e+01	7.441951e-01	7.000000e-01	7.000000e-01	4
7.900000e+00	79	7.991428e+02	1.574105e+03	1.080000e+01	2.520000e+01	6.632704e-01	7.000000e-01	7.000000e-01	4
8	80	5.445901e+02	1.412298e+03	1.080000e+01	2.520000e+01	7.217060e-01	7.000000e-01	7.000000e-01	4
8.100000e+00	81	3.557391e+02	1.868207e+03	1.080000e+01	2.520000e+01	8.400415e-01	7.000000e-01	7.000000e-01	4
8.200000e+00	82	8.570164e+02	1.080058e+03	1.080000e+01	2.520000e+01	5.575717e-01	7.000000e-01	7.000000e-01	4
8.300000e+00	83	5.297390e+02	1.158403e+03	1.080000e+01	2.520000e+01	6.861999e-01	7.000000e-01	7.000000e-01	4
8.400000e+00	84	6.836645e+02	1.458800e+03	1.080000e+01	2.520000e+01	6.808981e-01	7.000000e-01	7.000000e-01	4
8.500000e+00	85	4.195804e+02	1.793465e+03	1.080000e+01	2.520000e+01	8.104059e-01	7.000000e-01	7.000000e-01	4
8.600000e+00	86	5.875276e+02	1.065666e+03	1.080000e+01	2.520000e+01	6.446106e-01	7.000000e-01	7.000000e-01	4
8.700000e+00	87	5.735268e+02	1.528278e+03	1.080000e+01	2.520000e+01	7.271264e-01	7.000000e-01	7.000000e-01	4
8.800000e+00	88	7.756002e+02	1.624999e+03	1.080000e+01	2.520000e+01	6.769139e-01	7.000000e-01	7.000000e-01	4
8.900000e+00	89	8.802941e+02	1.687543e+03	1.080000e+01	2.520000e+01	6.571846e-01	7.000000e-01	7.000000e-01	4
9	90	3.798135e+02	1.386539e+03	1.080000e+01	2.520000e+01	7.849729e-01	7.000000e-01	7.000000e-01	4
9.100000e+00	91	6.140298e+02	1.221913e+03	1.080000e+01	2.520000e+01	6.655508e-01	7.000000e-01	7.000000e-01	4
9.200000e+00	92	1.173246e+03	1.401118e+03	1.080000e+01	2.520000e+01	5.442579e-01	7.000000e-01	7.000000e-01	4
9.300000e+00	93	7.409257e+02	1.614656e+03	1.080000e+01	2.520000e+01	6.854596e-01	7.000000e-01	7.000000e-01	4
9.400000e+00	94	7.586746e+02	1.053465e+03	1.080000e+01	2.520000e+01	5.813378e-01	7.000000e-01	7.000000e-01	4
9.500000e+00	95	7.527399e+02	1.312367e+03	1.080000e+01	2.520000e+01	6.354960e-01	7.000000e-01	7.000000e-01	4
9.600000e+00	96	6.074884e+02	1.319394e+03	1.080000e+01	2.520000e+01	6.847299e-01	7.000000e-01	7.000000e-01	4
9.700000e+00	97	6.290335e+02	1.819572e+03	1.080000e+01	2.520000e+01	7.431054e-01	7.000000e-01	7.000000e-01	4
9.800000e+00	98	2.538706e+02	1.310325e+03	1.080000e+01	2.520000e+01	8.376989e-01	7.000000e-01	7.000000e-01	4
9.900000e+00	99	5.619302e+02	2.066856e+03	1.080000e+01	2.520000e+01	7.862397e-01	7.000000e-01	7.000000e-01	4
10	100	4.153473e+02	1.339115e+03	1.080000e+01	2.520000e+01	7.632624e-01	7.000000e-01	7.000000e-01	4
1.010000e+01	101	5.819328e+02	1.103615e+03	1.080000e+01	2.520000e+01	6.547515e-01	7.000000e-01	7.000000e-01	4
1.020000e+01	102	5.127577e+02	1.710815e+03	1.080000e+01	2.520000e+01	7.693992e-01	7.000000e-01	7.000000e-01	4
1.030000e+01	103	3.739305e+02	1.181105e+03	1.080000e+01	2.520000e+01	7.595358e-01	7.000000e-01	7.000000e-01	4
1.040000e+01	104	3.930774e+02	1.801085e+03	1.080000e+01	2.520000e+01	8.208531e-01	7.000000e-01	7.000000e-01	4
1.050000e+01	105	7.255112e+02	1.269792e+03	1.080000e+01	2.520000e+01	6.363904e-01	7.000000e-01	7.000000e-01	4
1.060000e+01	106	6.958330e+02	1.427688e+03	1.080000e+01	2.520000e+01	6.723212e-01	7.000000e-01	7.000000e-01	4
1.070000e+01	107	8.107042e+02	1.266898e+03	1.080000e+01	2.520000e+01	6.097886e-01	7.000000e-01	7.000000e-01	4
1.080000e+01	108	4.787564e+02	1.557067e+03	1.080000e+01	2.520000e+01	7.648340e-01	7.000000e-01	7.000000e-01	4
1.090000e+01	109	4.759324e+02	1.133168e+03	1.080000e+01	2.520000e+01	7.042247e-01	7.000000e-01	7.000000e-01	4
11	110	7.113145e+02	1.259671e+03	1.080000e+01	2.520000e+01	6.391072e-01	7.000000e-01	7.000000e-01	4
1.110000e+01	111	7.196077e+02	2.091279e+03	1.080000e+01	2.520000e+01	7.439926e-01	7.000000e-01	7.000000e-01	4
1.120000e+01	112	6.856436e+02	9.039355e+02	1.080000e+01	2.520000e+01	5.686634e-01	7.000000e-01	7.000000e-01	4
1.130000e+01	113	3.395972e+02	1.307417e+03	1.080000e+01	2.520000e+01	7.938104e-01	7.000000e-01	7.000000e-01	4
1.140000e+01	114	8.691700e+02	1.279812e+03	1.080000e+01	2.520000e+01	5.955434e-01	7.000000e-01	7.000000e-01	4
1.150000e+01	115	6.967906e+02	1.453700e+03	1.080000e+01	2.520000e+01	6.759853e-01	7.000000e-01	7.000000e-01	4
1.160000e+01	116	4.944079e+02	2.001583e+03	1.080000e+01	2.520000e+01	8.019192e-01	7.000000e-01	7.000000e-01	4
1.170000e+01	117	4.723136e+02	1.525450e+03	1.080000e+01	2.520000e+01	7.635789e-01	7.000000e-01	7.000000e-01	4
1.180000e+01	118	7.021646e+02	1.178153e+03	1.080000e+01	2.520000e+01	6.265713e-01	7.000000e-01	7.000000e-01	4
