coordinates 	52.96	251.18	180.96	251.18
time(s)	frame	Idon(a.u.)	Iacc(a.u.)	Idon ideal(a.u.)	Iacc ideal(a.u.)	FRET	FRET ideal (blurr)	FRET ideal	state sequence
1.000000e-01	1	1.574758e+03	1.548128e+02	2.880000e+01	7.200000e+00	8.950937e-02	2.000000e-01	2.000000e-01	1
2.000000e-01	2	1.251756e+03	3.377520e+02	2.880000e+01	7.200000e+00	2.124885e-01	2.000000e-01	2.000000e-01	1
3.000000e-01	3	1.343061e+03	5.863965e+02	2.880000e+01	7.200000e+00	3.039177e-01	2.000000e-01	2.000000e-01	1
4.000000e-01	4	1.469681e+03	9.463497e+01	2.880000e+01	7.200000e+00	6.049608e-02	2.000000e-01	2.000000e-01	1
5.000000e-01	5	1.355920e+03	1.409294e+02	2.880000e+01	7.200000e+00	9.415072e-02	2.000000e-01	2.000000e-01	1
6.000000e-01	6	1.362212e+03	3.481762e+02	2.880000e+01	7.200000e+00	2.035656e-01	2.000000e-01	2.000000e-01	1
7.000000e-01	7	1.228174e+03	5.164696e+02	2.810614e+01	7.893857e+00	2.960315e-01	2.192738e-01	2.000000e-01	1
8.000000e-01	8	4.170318e+02	1.262277e+03	1.080000e+01	2.520000e+01	7.516646e-01	7.000000e-01	7.000000e-01	3
9.000000e-01	9	2.564002e+02	1.506090e+03	1.080000e+01	2.520000e+01	8.545239e-01	7.000000e-01	7.000000e-01	3
1	10	4.062824e+02	1.450000e+03	1.080000e+01	2.520000e+01	7.811311e-01	7.000000e-01	7.000000e-01	3
1.100000e+00	11	5.921970e+02	1.382090e+03	1.080000e+01	2.520000e+01	7.000452e-01	7.000000e-01	7.000000e-01	3
1.200000e+00	12	5.955099e+02	1.622339e+03	1.080000e+01	2.520000e+01	7.314921e-01	7.000000e-01	7.000000e-01	3
1.300000e+00	13	5.020332e+02	1.136799e+03	1.080000e+01	2.520000e+01	6.936640e-01	7.000000e-01	7.000000e-01	3
1.400000e+00	14	6.742600e+02	1.361704e+03	1.080000e+01	2.520000e+01	6.688253e-01	7.000000e-01	7.000000e-01	3
1.500000e+00	15	3.560904e+02	6.715017e+02	1.080000e+01	2.520000e+01	6.534711e-01	7.000000e-01	7.000000e-01	3
1.600000e+00	16	7.278590e+02	1.477262e+03	1.080000e+01	2.520000e+01	6.699233e-01	7.000000e-01	7.000000e-01	3
1.700000e+00	17	7.947431e+02	1.233482e+03	1.080000e+01	2.520000e+01	6.081584e-01	7.000000e-01	7.000000e-01	3
1.800000e+00	18	7.795963e+02	1.158079e+03	1.080000e+01	2.520000e+01	5.976641e-01	7.000000e-01	7.000000e-01	3
1.900000e+00	19	4.078599e+02	1.141255e+03	1.080000e+01	2.520000e+01	7.367143e-01	7.000000e-01	7.000000e-01	3
2	20	7.801674e+02	1.419494e+03	1.080000e+01	2.520000e+01	6.453239e-01	7.000000e-01	7.000000e-01	3
2.100000e+00	21	1.658620e+03	3.295688e+02	2.624067e+01	9.759329e+00	1.657633e-01	2.710925e-01	2.000000e-01	1
2.200000e+00	22	1.840495e+03	4.067578e+02	2.880000e+01	7.200000e+00	1.810022e-01	2.000000e-01	2.000000e-01	1
2.300000e+00	23	1.587664e+03	4.854977e+02	2.880000e+01	7.200000e+00	2.341822e-01	2.000000e-01	2.000000e-01	1
2.400000e+00	24	1.785799e+03	5.148331e+02	2.880000e+01	7.200000e+00	2.237790e-01	2.000000e-01	2.000000e-01	1
2.500000e+00	25	1.616569e+03	3.941666e+02	2.880000e+01	7.200000e+00	1.960310e-01	2.000000e-01	2.000000e-01	1
2.600000e+00	26	1.505357e+03	4.978451e+02	2.880000e+01	7.200000e+00	2.485247e-01	2.000000e-01	2.000000e-01	1
2.700000e+00	27	1.828711e+03	3.154269e+02	2.880000e+01	7.200000e+00	1.471113e-01	2.000000e-01	2.000000e-01	1
2.800000e+00	28	1.820998e+03	6.006502e+02	2.880000e+01	7.200000e+00	2.480337e-01	2.000000e-01	2.000000e-01	1
2.900000e+00	29	1.389304e+03	3.919561e+02	2.880000e+01	7.200000e+00	2.200443e-01	2.000000e-01	2.000000e-01	1
3	30	1.324872e+03	3.344902e+02	2.880000e+01	7.200000e+00	2.015776e-01	2.000000e-01	2.000000e-01	1
3.100000e+00	31	1.578798e+03	6.888039e+02	2.880000e+01	7.200000e+00	3.037587e-01	2.000000e-01	2.000000e-01	1
3.200000e+00	32	1.652505e+03	1.549911e+02	2.880000e+01	7.200000e+00	8.574909e-02	2.000000e-01	2.000000e-01	1
3.300000e+00	33	1.910660e+03	3.479056e+02	2.880000e+01	7.200000e+00	1.540383e-01	2.000000e-01	2.000000e-01	1
3.400000e+00	34	1.620108e+03	4.026728e+02	2.880000e+01	7.200000e+00	1.990689e-01	2.000000e-01	2.000000e-01	1
3.500000e+00	35	1.362356e+03	4.180988e+02	2.880000e+01	7.200000e+00	2.348270e-01	2.000000e-01	2.000000e-01	1
3.600000e+00	36	1.697491e+03	4.476556e+02	2.880000e+01	7.200000e+00	2.086830e-01	2.000000e-01	2.000000e-01	1
3.700000e+00	37	6.060638e+02	3.314579e+02	2.880000e+01	7.200000e+00	3.535470e-01	2.000000e-01	2.000000e-01	1
3.800000e+00	38	1.032604e+03	4.272354e+02	2.880000e+01	7.200000e+00	2.926592e-01	2.000000e-01	2.000000e-01	1
3.900000e+00	39	1.749277e+03	4.718580e+02	2.880000e+01	7.200000e+00	2.124400e-01	2.000000e-01	2.000000e-01	1
4	40	1.685352e+03	1.515676e+02	2.880000e+01	7.200000e+00	8.251182e-02	2.000000e-01	2.000000e-01	1
4.100000e+00	41	2.366355e+03	3.948463e+02	2.880000e+01	7.200000e+00	1.429980e-01	2.000000e-01	2.000000e-01	1
4.200000e+00	42	1.885560e+03	4.604544e+02	2.880000e+01	7.200000e+00	1.962709e-01	2.000000e-01	2.000000e-01	1
4.300000e+00	43	1.375053e+03	6.046711e+02	2.880000e+01	7.200000e+00	3.054320e-01	2.000000e-01	2.000000e-01	1
4.400000e+00	44	1.660584e+03	3.485283e+02	2.880000e+01	7.200000e+00	1.734738e-01	2.000000e-01	2.000000e-01	1
4.500000e+00	45	1.367765e+03	5.229791e+02	2.880000e+01	7.200000e+00	2.765996e-01	2.000000e-01	2.000000e-01	1
4.600000e+00	46	1.763485e+03	3.276588e+02	2.880000e+01	7.200000e+00	1.566888e-01	2.000000e-01	2.000000e-01	1
4.700000e+00	47	1.369577e+03	4.837119e+02	2.880000e+01	7.200000e+00	2.610020e-01	2.000000e-01	2.000000e-01	1
4.800000e+00	48	2.060259e+03	6.355907e+02	2.880000e+01	7.200000e+00	2.357664e-01	2.000000e-01	2.000000e-01	1
4.900000e+00	49	1.364473e+03	1.204845e+02	2.880000e+01	7.200000e+00	8.113666e-02	2.000000e-01	2.000000e-01	1
5	50	1.707311e+03	4.348105e+02	2.880000e+01	7.200000e+00	2.029812e-01	2.000000e-01	2.000000e-01	1
5.100000e+00	51	8.834414e+02	1.023564e+03	1.418509e+01	2.181491e+01	5.367389e-01	6.059697e-01	7.000000e-01	3
5.200000e+00	52	5.638266e+02	1.298441e+03	1.080000e+01	2.520000e+01	6.972365e-01	7.000000e-01	7.000000e-01	3
5.300000e+00	53	6.243124e+02	1.355132e+03	1.080000e+01	2.520000e+01	6.846021e-01	7.000000e-01	7.000000e-01	3
5.400000e+00	54	5.339474e+02	9.484471e+02	1.080000e+01	2.520000e+01	6.398075e-01	7.000000e-01	7.000000e-01	3
5.500000e+00	55	7.690804e+02	1.611707e+03	1.080000e+01	2.520000e+01	6.769638e-01	7.000000e-01	7.000000e-01	3
5.600000e+00	56	9.551871e+02	8.763815e+02	1.080000e+01	2.520000e+01	4.784869e-01	7.000000e-01	7.000000e-01	3
5.700000e+00	57	7.272820e+02	1.529541e+03	1.080000e+01	2.520000e+01	6.777409e-01	7.000000e-01	7.000000e-01	3
5.800000e+00	58	7.507103e+02	1.252613e+03	1.080000e+01	2.520000e+01	6.252674e-01	7.000000e-01	7.000000e-01	3
5.900000e+00	59	6.476818e+02	1.199313e+03	1.080000e+01	2.520000e+01	6.493320e-01	7.000000e-01	7.000000e-01	3
6	60	5.641730e+02	1.493827e+03	1.080000e+01	2.520000e+01	7.258635e-01	7.000000e-01	7.000000e-01	3
6.100000e+00	61	6.446984e+02	1.572280e+03	1.080000e+01	2.520000e+01	7.091995e-01	7.000000e-01	7.000000e-01	3
6.200000e+00	62	6.367335e+02	1.078420e+03	1.080000e+01	2.520000e+01	6.287600e-01	7.000000e-01	7.000000e-01	3
6.300000e+00	63	6.778037e+02	1.701266e+03	1.080000e+01	2.520000e+01	7.150972e-01	7.000000e-01	7.000000e-01	3
6.400000e+00	64	6.218240e+02	1.722972e+03	1.080000e+01	2.520000e+01	7.348068e-01	7.000000e-01	7.000000e-01	3
6.500000e+00	65	8.474271e+02	1.681376e+03	1.080000e+01	2.520000e+01	6.648901e-01	7.000000e-01	7.000000e-01	3
6.600000e+00	66	6.360560e+02	1.062346e+03	1.080000e+01	2.520000e+01	6.254973e-01	7.000000e-01	7.000000e-01	3
6.700000e+00	67	8.338382e+02	1.314369e+03	1.080000e+01	2.520000e+01	6.118446e-01	7.000000e-01	7.000000e-01	3
6.800000e+00	68	6.740661e+02	1.433695e+03	1.080000e+01	2.520000e+01	6.801981e-01	7.000000e-01	7.000000e-01	3
6.900000e+00	69	6.553402e+02	1.100210e+03	1.080000e+01	2.520000e+01	6.267037e-01	7.000000e-01	7.000000e-01	3
7	70	7.240861e+02	1.219946e+03	1.080000e+01	2.520000e+01	6.275339e-01	7.000000e-01	7.000000e-01	3
7.100000e+00	71	6.882791e+02	1.588992e+03	1.080000e+01	2.520000e+01	6.977615e-01	7.000000e-01	7.000000e-01	3
7.200000e+00	72	4.412245e+02	1.593558e+03	1.080000e+01	2.520000e+01	7.831589e-01	7.000000e-01	7.000000e-01	3
7.300000e+00	73	4.805515e+02	1.083314e+03	1.080000e+01	2.520000e+01	6.927156e-01	7.000000e-01	7.000000e-01	3
7.400000e+00	74	1.000702e+03	7.607755e+02	1.080000e+01	2.520000e+01	4.318961e-01	7.000000e-01	7.000000e-01	3
7.500000e+00	75	2.737170e+02	7.424911e+02	1.080000e+01	2.520000e+01	7.306487e-01	7.000000e-01	7.000000e-01	3
7.600000e+00	76	1.036950e+03	1.101739e+03	1.080000e+01	2.520000e+01	5.151470e-01	7.000000e-01	7.000000e-01	3
7.700000e+00	77	9.928597e+02	1.949167e+03	1.080000e+01	2.520000e+01	6.625253e-01	7.000000e-01	7.000000e-01	3
7.800000e+00	78	5.173830e+02	9.541762e+02	1.080000e+01	2.520000e+01	6.484117e-01	7.000000e-01	7.000000e-01	3
7.900000e+00	79	7.083020e+02	1.096298e+03	1.080000e+01	2.520000e+01	6.075019e-01	7.000000e-01	7.000000e-01	3
8	80	6.438486e+02	1.051422e+03	1.080000e+01	2.520000e+01	6.202089e-01	7.000000e-01	7.000000e-01	3
8.100000e+00	81	6.028178e+02	1.223984e+03	1.080000e+01	2.520000e+01	6.700146e-01	7.000000e-01	7.000000e-01	3
8.200000e+00	82	7.681962e+02	1.385759e+03	1.080000e+01	2.520000e+01	6.433556e-01	7.000000e-01	7.000000e-01	3
8.300000e+00	83	5.998072e+02	1.019840e+03	1.080000e+01	2.520000e+01	6.296681e-01	7.000000e-01	7.000000e-01	3
8.400000e+00	84	5.100595e+02	2.031898e+03	1.080000e+01	2.520000e+01	7.993438e-01	7.000000e-01	7.000000e-01	3
8.500000e+00	85	1.660145e+02	1.679357e+03	1.080000e+01	2.520000e+01	9.100374e-01	7.000000e-01	7.000000e-01	3
8.600000e+00	86	1.614720e+03	5.956090e+02	2.730730e+01	8.692695e+00	2.694662e-01	2.414638e-01	2.000000e-01	1
8.700000e+00	87	1.011311e+03	1.438681e+03	1.525253e+01	2.074747e+01	5.872187e-01	5.763186e-01	7.000000e-01	3
8.800000e+00	88	3.359919e+02	1.343417e+03	1.080000e+01	2.520000e+01	7.999344e-01	7.000000e-01	7.000000e-01	3
8.900000e+00	89	9.925883e+02	1.036365e+03	1.080000e+01	2.520000e+01	5.107880e-01	7.000000e-01	7.000000e-01	3
9	90	7.133931e+02	1.696198e+03	1.080000e+01	2.520000e+01	7.039360e-01	7.000000e-01	7.000000e-01	3
9.100000e+00	91	6.773886e+02	1.640868e+03	1.080000e+01	2.520000e+01	7.078026e-01	7.000000e-01	7.000000e-01	3
9.200000e+00	92	2.727062e+02	1.191969e+03	1.080000e+01	2.520000e+01	8.138111e-01	7.000000e-01	7.000000e-01	3
9.300000e+00	93	5.773796e+02	1.552381e+03	1.080000e+01	2.520000e+01	7.288993e-01	7.000000e-01	7.000000e-01	3
9.400000e+00	94	7.302468e+02	2.005907e+03	1.080000e+01	2.520000e+01	7.331119e-01	7.000000e-01	7.000000e-01	3
9.500000e+00	95	6.079799e+02	1.336181e+03	1.080000e+01	2.520000e+01	6.872790e-01	7.000000e-01	7.000000e-01	3
9.600000e+00	96	7.120872e+02	1.006676e+03	1.080000e+01	2.520000e+01	5.856978e-01	7.000000e-01	7.000000e-01	3
9.700000e+00	97	1.735737e+02	1.573552e+03	1.080000e+01	2.520000e+01	9.006519e-01	7.000000e-01	7.000000e-01	3
9.800000e+00	98	7.398948e+02	1.415183e+03	1.080000e+01	2.520000e+01	6.566738e-01	7.000000e-01	7.000000e-01	3
9.900000e+00	99	7.161678e+02	1.139813e+03	1.080000e+01	2.520000e+01	6.141297e-01	7.000000e-01	7.000000e-01	3
10	100	9.405586e+02	1.493466e+03	1.080000e+01	2.520000e+01	6.135789e-01	7.000000e-01	7.000000e-01	3
