coordinates 	99.21	36.43	227.21	36.43
time(s)	frame	Idon(a.u.)	Iacc(a.u.)	Idon ideal(a.u.)	Iacc ideal(a.u.)	FRET	FRET ideal (blurr)	FRET ideal	state sequence
1.000000e-01	1	4.577837e+02	9.984628e+02	1.080000e+01	2.520000e+01	6.856413e-01	7.000000e-01	7.000000e-01	4
2.000000e-01	2	3.440453e+02	9.783030e+02	1.080000e+01	2.520000e+01	7.398225e-01	7.000000e-01	7.000000e-01	4
3.000000e-01	3	3.870045e+02	9.990814e+02	1.080000e+01	2.520000e+01	7.207933e-01	7.000000e-01	7.000000e-01	4
4.000000e-01	4	5.678947e+02	1.311908e+03	1.080000e+01	2.520000e+01	6.978967e-01	7.000000e-01	7.000000e-01	4
5.000000e-01	5	5.132353e+02	1.173290e+03	1.080000e+01	2.520000e+01	6.956849e-01	7.000000e-01	7.000000e-01	4
6.000000e-01	6	4.423346e+02	1.240533e+03	1.080000e+01	2.520000e+01	7.371543e-01	7.000000e-01	7.000000e-01	4
7.000000e-01	7	7.794158e+02	1.424301e+03	1.080000e+01	2.520000e+01	6.463175e-01	7.000000e-01	7.000000e-01	4
8.000000e-01	8	5.687817e+02	1.524533e+03	1.080000e+01	2.520000e+01	7.282866e-01	7.000000e-01	7.000000e-01	4
9.000000e-01	9	7.228115e+02	1.363842e+03	1.080000e+01	2.520000e+01	6.536026e-01	7.000000e-01	7.000000e-01	4
1	10	4.130670e+02	1.213679e+03	1.080000e+01	2.520000e+01	7.460777e-01	7.000000e-01	7.000000e-01	4
1.100000e+00	11	6.712424e+02	1.422323e+03	1.080000e+01	2.520000e+01	6.793783e-01	7.000000e-01	7.000000e-01	4
1.200000e+00	12	3.583940e+02	1.515631e+03	1.080000e+01	2.520000e+01	8.087571e-01	7.000000e-01	7.000000e-01	4
1.300000e+00	13	2.600268e+02	9.145523e+02	1.080000e+01	2.520000e+01	7.786213e-01	7.000000e-01	7.000000e-01	4
1.400000e+00	14	4.215931e+02	1.674611e+03	1.080000e+01	2.520000e+01	7.988778e-01	7.000000e-01	7.000000e-01	4
1.500000e+00	15	2.965976e+02	1.062915e+03	1.080000e+01	2.520000e+01	7.818353e-01	7.000000e-01	7.000000e-01	4
1.600000e+00	16	6.143833e+02	9.210447e+02	1.080000e+01	2.520000e+01	5.998618e-01	7.000000e-01	7.000000e-01	4
1.700000e+00	17	4.453963e+02	1.654517e+03	1.080000e+01	2.520000e+01	7.878978e-01	7.000000e-01	7.000000e-01	4
1.800000e+00	18	9.539176e+02	1.597191e+03	1.080000e+01	2.520000e+01	6.260773e-01	7.000000e-01	7.000000e-01	4
1.900000e+00	19	6.295299e+02	1.168118e+03	1.080000e+01	2.520000e+01	6.498035e-01	7.000000e-01	7.000000e-01	4
2	20	6.261453e+02	1.281865e+03	1.080000e+01	2.520000e+01	6.718334e-01	7.000000e-01	7.000000e-01	4
2.100000e+00	21	3.222986e+02	1.826493e+03	1.080000e+01	2.520000e+01	8.500094e-01	7.000000e-01	7.000000e-01	4
2.200000e+00	22	6.716179e+02	1.570814e+03	1.080000e+01	2.520000e+01	7.004958e-01	7.000000e-01	7.000000e-01	4
2.300000e+00	23	5.593279e+02	1.456164e+03	1.080000e+01	2.520000e+01	7.224856e-01	7.000000e-01	7.000000e-01	4
2.400000e+00	24	5.340784e+02	1.839629e+03	1.080000e+01	2.520000e+01	7.750024e-01	7.000000e-01	7.000000e-01	4
2.500000e+00	25	4.724288e+02	1.085346e+03	1.080000e+01	2.520000e+01	6.967283e-01	7.000000e-01	7.000000e-01	4
2.600000e+00	26	5.621895e+02	1.199571e+03	1.080000e+01	2.520000e+01	6.808934e-01	7.000000e-01	7.000000e-01	4
2.700000e+00	27	3.571548e+02	1.175608e+03	1.080000e+01	2.520000e+01	7.669863e-01	7.000000e-01	7.000000e-01	4
2.800000e+00	28	8.624686e+02	1.022760e+03	1.080000e+01	2.520000e+01	5.425126e-01	7.000000e-01	7.000000e-01	4
2.900000e+00	29	6.082502e+02	1.431829e+03	1.080000e+01	2.520000e+01	7.018496e-01	7.000000e-01	7.000000e-01	4
