coordinates 	45.96	193.32	173.96	193.32
time(s)	frame	Idon(a.u.)	Iacc(a.u.)	Idon ideal(a.u.)	Iacc ideal(a.u.)	FRET	FRET ideal (blurr)	FRET ideal	state sequence
1.000000e-01	1	4.976522e+02	1.810751e+03	1.080000e+01	2.520000e+01	7.844171e-01	7.000000e-01	7.000000e-01	4
2.000000e-01	2	5.066320e+02	7.780681e+02	1.080000e+01	2.520000e+01	6.056418e-01	7.000000e-01	7.000000e-01	4
3.000000e-01	3	6.237878e+02	1.814551e+03	1.080000e+01	2.520000e+01	7.441751e-01	7.000000e-01	7.000000e-01	4
4.000000e-01	4	1.823296e+02	1.177982e+03	1.080000e+01	2.520000e+01	8.659648e-01	7.000000e-01	7.000000e-01	4
5.000000e-01	5	8.975876e+02	1.481898e+03	1.080000e+01	2.520000e+01	6.227808e-01	7.000000e-01	7.000000e-01	4
6.000000e-01	6	9.150490e+02	1.314854e+03	1.080000e+01	2.520000e+01	5.896463e-01	7.000000e-01	7.000000e-01	4
7.000000e-01	7	6.913161e+02	1.417424e+03	1.080000e+01	2.520000e+01	6.721663e-01	7.000000e-01	7.000000e-01	4
8.000000e-01	8	5.282891e+02	1.937961e+03	1.080000e+01	2.520000e+01	7.857925e-01	7.000000e-01	7.000000e-01	4
9.000000e-01	9	3.553660e+02	1.652620e+03	1.080000e+01	2.520000e+01	8.230236e-01	7.000000e-01	7.000000e-01	4
1	10	6.398083e+02	1.438701e+03	1.080000e+01	2.520000e+01	6.921793e-01	7.000000e-01	7.000000e-01	4
1.100000e+00	11	7.826376e+02	1.491755e+03	1.080000e+01	2.520000e+01	6.558916e-01	7.000000e-01	7.000000e-01	4
1.200000e+00	12	7.111730e+02	1.287455e+03	1.080000e+01	2.520000e+01	6.441694e-01	7.000000e-01	7.000000e-01	4
1.300000e+00	13	6.078484e+02	1.534747e+03	1.080000e+01	2.520000e+01	7.163027e-01	7.000000e-01	7.000000e-01	4
1.400000e+00	14	7.217480e+02	1.517941e+03	1.080000e+01	2.520000e+01	6.777463e-01	7.000000e-01	7.000000e-01	4
1.500000e+00	15	6.998201e+02	1.119382e+03	1.080000e+01	2.520000e+01	6.153149e-01	7.000000e-01	7.000000e-01	4
1.600000e+00	16	6.615127e+02	8.060453e+02	1.080000e+01	2.520000e+01	5.492425e-01	7.000000e-01	7.000000e-01	4
1.700000e+00	17	5.713432e+02	9.222957e+02	1.080000e+01	2.520000e+01	6.174824e-01	7.000000e-01	7.000000e-01	4
1.800000e+00	18	7.751592e+02	1.557164e+03	1.080000e+01	2.520000e+01	6.676450e-01	7.000000e-01	7.000000e-01	4
1.900000e+00	19	7.592918e+02	7.818069e+02	1.080000e+01	2.520000e+01	5.073049e-01	7.000000e-01	7.000000e-01	4
2	20	3.374237e+02	1.079105e+03	1.080000e+01	2.520000e+01	7.617954e-01	7.000000e-01	7.000000e-01	4
2.100000e+00	21	2.715021e+02	1.152639e+03	1.080000e+01	2.520000e+01	8.093573e-01	7.000000e-01	7.000000e-01	4
2.200000e+00	22	8.554061e+02	1.329721e+03	1.080000e+01	2.520000e+01	6.085325e-01	7.000000e-01	7.000000e-01	4
2.300000e+00	23	6.616605e+02	1.131013e+03	1.080000e+01	2.520000e+01	6.309085e-01	7.000000e-01	7.000000e-01	4
2.400000e+00	24	5.593229e+02	1.421300e+03	1.080000e+01	2.520000e+01	7.176025e-01	7.000000e-01	7.000000e-01	4
2.500000e+00	25	7.562694e+02	9.619771e+02	1.080000e+01	2.520000e+01	5.598598e-01	7.000000e-01	7.000000e-01	4
2.600000e+00	26	5.745640e+02	1.163212e+03	1.080000e+01	2.520000e+01	6.693683e-01	7.000000e-01	7.000000e-01	4
2.700000e+00	27	4.241603e+02	1.282469e+03	1.080000e+01	2.520000e+01	7.514632e-01	7.000000e-01	7.000000e-01	4
2.800000e+00	28	3.674194e+02	1.404921e+03	1.080000e+01	2.520000e+01	7.926925e-01	7.000000e-01	7.000000e-01	4
2.900000e+00	29	8.202832e+02	1.460100e+03	1.080000e+01	2.520000e+01	6.402870e-01	7.000000e-01	7.000000e-01	4
3	30	8.259380e+02	1.664731e+03	1.080000e+01	2.520000e+01	6.683870e-01	7.000000e-01	7.000000e-01	4
3.100000e+00	31	2.117281e+02	1.192765e+03	1.080000e+01	2.520000e+01	8.492495e-01	7.000000e-01	7.000000e-01	4
3.200000e+00	32	7.686510e+02	1.786929e+03	1.080000e+01	2.520000e+01	6.992264e-01	7.000000e-01	7.000000e-01	4
3.300000e+00	33	7.187568e+02	1.402584e+03	1.080000e+01	2.520000e+01	6.611781e-01	7.000000e-01	7.000000e-01	4
3.400000e+00	34	6.396820e+02	1.493499e+03	1.080000e+01	2.520000e+01	7.001276e-01	7.000000e-01	7.000000e-01	4
3.500000e+00	35	6.726014e+02	1.021472e+03	1.080000e+01	2.520000e+01	6.029681e-01	7.000000e-01	7.000000e-01	4
3.600000e+00	36	6.179556e+02	1.495142e+03	1.080000e+01	2.520000e+01	7.075594e-01	7.000000e-01	7.000000e-01	4
3.700000e+00	37	2.062236e+02	1.878426e+03	1.080000e+01	2.520000e+01	9.010751e-01	7.000000e-01	7.000000e-01	4
3.800000e+00	38	9.085978e+02	1.960899e+03	1.080000e+01	2.520000e+01	6.833599e-01	7.000000e-01	7.000000e-01	4
3.900000e+00	39	5.404037e+02	1.076070e+03	1.080000e+01	2.520000e+01	6.656897e-01	7.000000e-01	7.000000e-01	4
4	40	4.094276e+02	1.282338e+03	1.080000e+01	2.520000e+01	7.579879e-01	7.000000e-01	7.000000e-01	4
