coordinates 	10.74	70.28	138.74	70.28
time(s)	frame	Idon(a.u.)	Iacc(a.u.)	Idon ideal(a.u.)	Iacc ideal(a.u.)	FRET	FRET ideal (blurr)	FRET ideal	state sequence
1.000000e-01	1	8.694462e+02	1.549816e+03	1.080000e+01	2.520000e+01	6.406151e-01	7.000000e-01	7.000000e-01	3
2.000000e-01	2	4.970589e+02	1.281129e+03	1.080000e+01	2.520000e+01	7.204688e-01	7.000000e-01	7.000000e-01	3
3.000000e-01	3	6.215629e+02	1.405513e+03	1.080000e+01	2.520000e+01	6.933697e-01	7.000000e-01	7.000000e-01	3
4.000000e-01	4	5.239160e+02	1.345279e+03	1.080000e+01	2.520000e+01	7.197104e-01	7.000000e-01	7.000000e-01	3
5.000000e-01	5	2.594581e+02	1.360863e+03	1.080000e+01	2.520000e+01	8.398724e-01	7.000000e-01	7.000000e-01	3
6.000000e-01	6	4.016715e+02	1.131981e+03	1.080000e+01	2.520000e+01	7.380948e-01	7.000000e-01	7.000000e-01	3
7.000000e-01	7	2.780093e+02	1.656203e+03	1.080000e+01	2.520000e+01	8.562674e-01	7.000000e-01	7.000000e-01	3
8.000000e-01	8	7.075758e+02	1.163822e+03	1.080000e+01	2.520000e+01	6.218999e-01	7.000000e-01	7.000000e-01	3
9.000000e-01	9	5.129708e+02	9.235029e+02	1.080000e+01	2.520000e+01	6.428958e-01	7.000000e-01	7.000000e-01	3
1	10	5.202275e+02	1.291043e+03	1.080000e+01	2.520000e+01	7.127831e-01	7.000000e-01	7.000000e-01	3
1.100000e+00	11	6.918890e+02	1.081701e+03	1.080000e+01	2.520000e+01	6.098935e-01	7.000000e-01	7.000000e-01	3
1.200000e+00	12	6.716311e+02	8.516421e+02	1.080000e+01	2.520000e+01	5.590869e-01	7.000000e-01	7.000000e-01	3
1.300000e+00	13	6.855375e+02	1.353758e+03	1.080000e+01	2.520000e+01	6.638361e-01	7.000000e-01	7.000000e-01	3
1.400000e+00	14	6.121826e+02	1.330565e+03	1.080000e+01	2.520000e+01	6.848882e-01	7.000000e-01	7.000000e-01	3
1.500000e+00	15	5.410970e+02	1.450252e+03	1.080000e+01	2.520000e+01	7.282761e-01	7.000000e-01	7.000000e-01	3
1.600000e+00	16	4.880857e+02	1.796868e+03	1.080000e+01	2.520000e+01	7.863914e-01	7.000000e-01	7.000000e-01	3
1.700000e+00	17	8.172735e+02	8.281903e+02	1.080000e+01	2.520000e+01	5.033172e-01	7.000000e-01	7.000000e-01	3
1.800000e+00	18	7.023833e+02	1.625833e+03	1.080000e+01	2.520000e+01	6.983170e-01	7.000000e-01	7.000000e-01	3
1.900000e+00	19	6.437120e+02	2.059328e+03	1.080000e+01	2.520000e+01	7.618563e-01	7.000000e-01	7.000000e-01	3
2	20	6.047990e+02	1.173096e+03	1.080000e+01	2.520000e+01	6.598230e-01	7.000000e-01	7.000000e-01	3
2.100000e+00	21	9.359558e+02	1.067355e+03	1.080000e+01	2.520000e+01	5.327954e-01	7.000000e-01	7.000000e-01	3
2.200000e+00	22	4.260567e+02	1.273355e+03	1.080000e+01	2.520000e+01	7.492917e-01	7.000000e-01	7.000000e-01	3
2.300000e+00	23	6.607644e+02	1.547177e+03	1.080000e+01	2.520000e+01	7.007328e-01	7.000000e-01	7.000000e-01	3
2.400000e+00	24	4.480739e+02	8.504390e+02	1.080000e+01	2.520000e+01	6.549331e-01	7.000000e-01	7.000000e-01	3
2.500000e+00	25	6.254754e+02	9.291519e+02	1.080000e+01	2.520000e+01	5.976686e-01	7.000000e-01	7.000000e-01	3
2.600000e+00	26	4.246423e+02	1.332171e+03	1.080000e+01	2.520000e+01	7.582883e-01	7.000000e-01	7.000000e-01	3
2.700000e+00	27	5.525020e+02	1.166013e+03	1.080000e+01	2.520000e+01	6.785004e-01	7.000000e-01	7.000000e-01	3
2.800000e+00	28	6.477978e+02	1.773851e+03	1.080000e+01	2.520000e+01	7.324972e-01	7.000000e-01	7.000000e-01	3
