coordinates 	50.65	97.72	178.65	97.72
time(s)	frame	Idon(a.u.)	Iacc(a.u.)	Idon ideal(a.u.)	Iacc ideal(a.u.)	FRET	FRET ideal (blurr)	FRET ideal	state sequence
1.000000e-01	1	1.267470e+03	3.356167e+02	2.880000e+01	7.200000e+00	2.093566e-01	2.000000e-01	2.000000e-01	1
2.000000e-01	2	1.583075e+03	2.886830e+01	2.880000e+01	7.200000e+00	1.790900e-02	2.000000e-01	2.000000e-01	1
3.000000e-01	3	1.411742e+03	2.416410e+02	2.880000e+01	7.200000e+00	1.461494e-01	2.000000e-01	2.000000e-01	1
4.000000e-01	4	1.466820e+03	1.828750e+02	2.880000e+01	7.200000e+00	1.108538e-01	2.000000e-01	2.000000e-01	1
5.000000e-01	5	1.628231e+03	4.870200e+02	2.880000e+01	7.200000e+00	2.302422e-01	2.000000e-01	2.000000e-01	1
6.000000e-01	6	1.150271e+03	5.917410e+02	2.880000e+01	7.200000e+00	3.396882e-01	2.000000e-01	2.000000e-01	1
7.000000e-01	7	1.559531e+03	2.432334e+02	2.880000e+01	7.200000e+00	1.349225e-01	2.000000e-01	2.000000e-01	1
8.000000e-01	8	1.693030e+03	3.766885e+02	2.880000e+01	7.200000e+00	1.819998e-01	2.000000e-01	2.000000e-01	1
9.000000e-01	9	1.267143e+03	3.773924e+02	2.880000e+01	7.200000e+00	2.294826e-01	2.000000e-01	2.000000e-01	1
1	10	1.797023e+03	7.463906e+02	2.880000e+01	7.200000e+00	2.934602e-01	2.000000e-01	2.000000e-01	1
1.100000e+00	11	1.322026e+03	4.346684e+02	2.880000e+01	7.200000e+00	2.474354e-01	2.000000e-01	2.000000e-01	1
1.200000e+00	12	1.398118e+03	3.644268e+02	2.880000e+01	7.200000e+00	2.067617e-01	2.000000e-01	2.000000e-01	1
1.300000e+00	13	1.820670e+03	4.303313e+02	2.880000e+01	7.200000e+00	1.911733e-01	2.000000e-01	2.000000e-01	1
1.400000e+00	14	1.691971e+03	3.728542e+02	2.880000e+01	7.200000e+00	1.805742e-01	2.000000e-01	2.000000e-01	1
1.500000e+00	15	1.790789e+03	4.464699e+02	2.880000e+01	7.200000e+00	1.995611e-01	2.000000e-01	2.000000e-01	1
1.600000e+00	16	1.640857e+03	7.182954e+02	2.880000e+01	7.200000e+00	3.044718e-01	2.000000e-01	2.000000e-01	1
1.700000e+00	17	8.087547e+02	1.847871e+02	2.880000e+01	7.200000e+00	1.859882e-01	2.000000e-01	2.000000e-01	1
1.800000e+00	18	1.374227e+03	5.883805e+02	2.880000e+01	7.200000e+00	2.997953e-01	2.000000e-01	2.000000e-01	1
1.900000e+00	19	1.579371e+03	3.442855e+02	2.880000e+01	7.200000e+00	1.789746e-01	2.000000e-01	2.000000e-01	1
2	20	1.455268e+03	4.478771e+02	2.880000e+01	7.200000e+00	2.353352e-01	2.000000e-01	2.000000e-01	1
2.100000e+00	21	1.799822e+03	2.651463e+02	2.880000e+01	7.200000e+00	1.284021e-01	2.000000e-01	2.000000e-01	1
2.200000e+00	22	1.806819e+03	5.388087e+02	2.880000e+01	7.200000e+00	2.297077e-01	2.000000e-01	2.000000e-01	1
2.300000e+00	23	1.488089e+03	5.239546e+02	2.880000e+01	7.200000e+00	2.604091e-01	2.000000e-01	2.000000e-01	1
2.400000e+00	24	1.514983e+03	5.359807e+02	2.880000e+01	7.200000e+00	2.613312e-01	2.000000e-01	2.000000e-01	1
2.500000e+00	25	1.440419e+03	4.191343e+02	2.880000e+01	7.200000e+00	2.253952e-01	2.000000e-01	2.000000e-01	1
2.600000e+00	26	1.673708e+03	6.070927e+02	2.880000e+01	7.200000e+00	2.661752e-01	2.000000e-01	2.000000e-01	1
2.700000e+00	27	1.108346e+03	3.816677e+02	2.880000e+01	7.200000e+00	2.561505e-01	2.000000e-01	2.000000e-01	1
2.800000e+00	28	1.179868e+03	4.957532e+02	2.880000e+01	7.200000e+00	2.958623e-01	2.000000e-01	2.000000e-01	1
2.900000e+00	29	1.618052e+03	1.964996e+02	2.880000e+01	7.200000e+00	1.082910e-01	2.000000e-01	2.000000e-01	1
3	30	1.292339e+03	4.353034e+02	2.880000e+01	7.200000e+00	2.519638e-01	2.000000e-01	2.000000e-01	1
3.100000e+00	31	1.498821e+03	2.115685e+02	2.880000e+01	7.200000e+00	1.236961e-01	2.000000e-01	2.000000e-01	1
3.200000e+00	32	1.014196e+03	5.838745e+02	2.880000e+01	7.200000e+00	3.653622e-01	2.000000e-01	2.000000e-01	1
3.300000e+00	33	1.515961e+03	5.320286e+02	2.880000e+01	7.200000e+00	2.597809e-01	2.000000e-01	2.000000e-01	1
3.400000e+00	34	1.401023e+03	5.112027e+02	2.880000e+01	7.200000e+00	2.673339e-01	2.000000e-01	2.000000e-01	1
3.500000e+00	35	1.829025e+03	2.655733e+02	2.880000e+01	7.200000e+00	1.267896e-01	2.000000e-01	2.000000e-01	1
3.600000e+00	36	1.461919e+03	3.935743e+02	2.880000e+01	7.200000e+00	2.121130e-01	2.000000e-01	2.000000e-01	1
3.700000e+00	37	1.547990e+03	6.789860e+02	2.880000e+01	7.200000e+00	3.048914e-01	2.000000e-01	2.000000e-01	1
3.800000e+00	38	1.708577e+03	5.655162e+02	2.880000e+01	7.200000e+00	2.486777e-01	2.000000e-01	2.000000e-01	1
3.900000e+00	39	1.510640e+03	3.359069e+02	2.880000e+01	7.200000e+00	1.819109e-01	2.000000e-01	2.000000e-01	1
4	40	1.591287e+03	5.727156e+02	2.880000e+01	7.200000e+00	2.646556e-01	2.000000e-01	2.000000e-01	1
4.100000e+00	41	1.735891e+03	2.002768e+02	2.880000e+01	7.200000e+00	1.034397e-01	2.000000e-01	2.000000e-01	1
4.200000e+00	42	2.060635e+03	4.069479e+02	2.880000e+01	7.200000e+00	1.649176e-01	2.000000e-01	2.000000e-01	1
4.300000e+00	43	1.091736e+03	2.825121e+02	2.880000e+01	7.200000e+00	2.055758e-01	2.000000e-01	2.000000e-01	1
4.400000e+00	44	2.371999e+03	3.432655e+02	2.880000e+01	7.200000e+00	1.264207e-01	2.000000e-01	2.000000e-01	1
