coordinates 	96.83	105.96	224.83	105.96
time(s)	frame	Idon(a.u.)	Iacc(a.u.)	Idon ideal(a.u.)	Iacc ideal(a.u.)	FRET	FRET ideal (blurr)	FRET ideal	state sequence
1.000000e-01	1	1.886879e+03	3.505743e+02	2.880000e+01	7.200000e+00	1.566845e-01	2.000000e-01	2.000000e-01	1
2.000000e-01	2	2.061888e+03	5.539987e+02	2.880000e+01	7.200000e+00	2.117824e-01	2.000000e-01	2.000000e-01	1
3.000000e-01	3	1.267352e+03	5.561180e+02	2.880000e+01	7.200000e+00	3.049779e-01	2.000000e-01	2.000000e-01	1
4.000000e-01	4	1.763363e+03	4.298227e+02	2.880000e+01	7.200000e+00	1.959810e-01	2.000000e-01	2.000000e-01	1
5.000000e-01	5	8.935686e+02	5.784541e+02	2.880000e+01	7.200000e+00	3.929655e-01	2.000000e-01	2.000000e-01	1
6.000000e-01	6	1.337770e+03	4.433692e+02	2.880000e+01	7.200000e+00	2.489246e-01	2.000000e-01	2.000000e-01	1
7.000000e-01	7	1.769496e+03	3.373505e+02	2.880000e+01	7.200000e+00	1.601211e-01	2.000000e-01	2.000000e-01	1
8.000000e-01	8	1.376634e+03	5.747181e+02	2.880000e+01	7.200000e+00	2.945231e-01	2.000000e-01	2.000000e-01	1
9.000000e-01	9	1.721531e+03	1.292216e+02	2.880000e+01	7.200000e+00	6.982111e-02	2.000000e-01	2.000000e-01	1
1	10	1.549630e+03	3.304731e+02	2.880000e+01	7.200000e+00	1.757739e-01	2.000000e-01	2.000000e-01	1
1.100000e+00	11	9.136267e+02	4.221896e+02	2.880000e+01	7.200000e+00	3.160536e-01	2.000000e-01	2.000000e-01	1
1.200000e+00	12	1.513156e+03	4.853145e+02	2.880000e+01	7.200000e+00	2.428430e-01	2.000000e-01	2.000000e-01	1
1.300000e+00	13	1.074674e+03	3.452284e+02	2.880000e+01	7.200000e+00	2.431353e-01	2.000000e-01	2.000000e-01	1
