coordinates 	36.41	184.91	164.41	184.91
time(s)	frame	Idon(a.u.)	Iacc(a.u.)	Idon ideal(a.u.)	Iacc ideal(a.u.)	FRET	FRET ideal (blurr)	FRET ideal	state sequence
1.000000e-01	1	1.347739e+03	4.962408e+02	2.880000e+01	7.200000e+00	2.691141e-01	2.000000e-01	2.000000e-01	1
2.000000e-01	2	1.877159e+03	2.718355e+02	2.880000e+01	7.200000e+00	1.264943e-01	2.000000e-01	2.000000e-01	1
3.000000e-01	3	1.626399e+03	2.190063e+02	2.880000e+01	7.200000e+00	1.186765e-01	2.000000e-01	2.000000e-01	1
4.000000e-01	4	1.840236e+03	3.443779e+02	2.880000e+01	7.200000e+00	1.576379e-01	2.000000e-01	2.000000e-01	1
5.000000e-01	5	1.459019e+03	4.570937e+02	2.880000e+01	7.200000e+00	2.385526e-01	2.000000e-01	2.000000e-01	1
6.000000e-01	6	1.567528e+03	1.932272e+02	2.880000e+01	7.200000e+00	1.097411e-01	2.000000e-01	2.000000e-01	1
7.000000e-01	7	1.673667e+03	3.613275e+02	2.880000e+01	7.200000e+00	1.775570e-01	2.000000e-01	2.000000e-01	1
8.000000e-01	8	1.359908e+03	3.712382e+02	2.880000e+01	7.200000e+00	2.144465e-01	2.000000e-01	2.000000e-01	1
9.000000e-01	9	1.435026e+03	7.179226e+01	2.880000e+01	7.200000e+00	4.764495e-02	2.000000e-01	2.000000e-01	1
1	10	2.204388e+03	4.451526e+02	2.880000e+01	7.200000e+00	1.680112e-01	2.000000e-01	2.000000e-01	1
1.100000e+00	11	1.996631e+03	1.346928e+02	2.880000e+01	7.200000e+00	6.319677e-02	2.000000e-01	2.000000e-01	1
1.200000e+00	12	1.302612e+03	6.187580e+02	2.880000e+01	7.200000e+00	3.220401e-01	2.000000e-01	2.000000e-01	1
1.300000e+00	13	1.603122e+03	3.964827e+02	2.880000e+01	7.200000e+00	1.982805e-01	2.000000e-01	2.000000e-01	1
1.400000e+00	14	1.774075e+03	5.261947e+02	2.880000e+01	7.200000e+00	2.287535e-01	2.000000e-01	2.000000e-01	1
1.500000e+00	15	1.295592e+03	3.554506e+02	2.880000e+01	7.200000e+00	2.152885e-01	2.000000e-01	2.000000e-01	1
1.600000e+00	16	1.362877e+03	5.667908e+02	2.880000e+01	7.200000e+00	2.937245e-01	2.000000e-01	2.000000e-01	1
1.700000e+00	17	1.824620e+03	5.476018e+02	2.880000e+01	7.200000e+00	2.308392e-01	2.000000e-01	2.000000e-01	1
1.800000e+00	18	1.566319e+03	4.022983e+02	2.880000e+01	7.200000e+00	2.043557e-01	2.000000e-01	2.000000e-01	1
1.900000e+00	19	8.777134e+02	5.714470e+02	2.880000e+01	7.200000e+00	3.943297e-01	2.000000e-01	2.000000e-01	1
2	20	1.407262e+03	3.957531e+02	2.880000e+01	7.200000e+00	2.194952e-01	2.000000e-01	2.000000e-01	1
2.100000e+00	21	1.487945e+03	2.225223e+02	2.880000e+01	7.200000e+00	1.300945e-01	2.000000e-01	2.000000e-01	1
2.200000e+00	22	1.790747e+03	0	2.880000e+01	7.200000e+00	0	2.000000e-01	2.000000e-01	1
2.300000e+00	23	1.246738e+03	3.277828e+02	2.880000e+01	7.200000e+00	2.081794e-01	2.000000e-01	2.000000e-01	1
2.400000e+00	24	1.382329e+03	4.979681e+02	2.880000e+01	7.200000e+00	2.648348e-01	2.000000e-01	2.000000e-01	1
2.500000e+00	25	2.039370e+03	3.347149e+02	2.880000e+01	7.200000e+00	1.409869e-01	2.000000e-01	2.000000e-01	1
