coordinates 	34.77	183.02	162.77	183.02
time(s)	frame	Idon(a.u.)	Iacc(a.u.)	Idon ideal(a.u.)	Iacc ideal(a.u.)	FRET	FRET ideal (blurr)	FRET ideal	state sequence
1.000000e-01	1	5.121629e+02	1.566167e+03	1.080000e+01	2.520000e+01	7.535700e-01	7.000000e-01	7.000000e-01	4
2.000000e-01	2	7.816143e+02	1.433216e+03	1.080000e+01	2.520000e+01	6.470998e-01	7.000000e-01	7.000000e-01	4
3.000000e-01	3	6.233223e+02	1.784198e+03	1.080000e+01	2.520000e+01	7.410937e-01	7.000000e-01	7.000000e-01	4
4.000000e-01	4	2.860037e+02	1.445538e+03	1.080000e+01	2.520000e+01	8.348272e-01	7.000000e-01	7.000000e-01	4
5.000000e-01	5	8.189723e+02	1.234830e+03	1.080000e+01	2.520000e+01	6.012408e-01	7.000000e-01	7.000000e-01	4
6.000000e-01	6	6.575636e+02	1.506413e+03	1.080000e+01	2.520000e+01	6.961318e-01	7.000000e-01	7.000000e-01	4
7.000000e-01	7	7.129286e+02	1.117203e+03	1.080000e+01	2.520000e+01	6.104495e-01	7.000000e-01	7.000000e-01	4
8.000000e-01	8	3.358624e+02	1.299874e+03	1.080000e+01	2.520000e+01	7.946721e-01	7.000000e-01	7.000000e-01	4
9.000000e-01	9	5.768355e+02	1.540515e+03	1.080000e+01	2.520000e+01	7.275673e-01	7.000000e-01	7.000000e-01	4
1	10	5.112994e+02	1.213937e+03	1.080000e+01	2.520000e+01	7.036352e-01	7.000000e-01	7.000000e-01	4
1.100000e+00	11	2.869094e+02	1.064034e+03	1.080000e+01	2.520000e+01	7.876230e-01	7.000000e-01	7.000000e-01	4
1.200000e+00	12	4.473585e+02	1.204654e+03	1.080000e+01	2.520000e+01	7.292039e-01	7.000000e-01	7.000000e-01	4
1.300000e+00	13	5.862628e+02	1.469352e+03	1.080000e+01	2.520000e+01	7.147993e-01	7.000000e-01	7.000000e-01	4
1.400000e+00	14	8.600857e+02	7.945689e+02	1.080000e+01	2.520000e+01	4.802023e-01	7.000000e-01	7.000000e-01	4
1.500000e+00	15	7.108115e+02	1.664008e+03	1.080000e+01	2.520000e+01	7.006882e-01	7.000000e-01	7.000000e-01	4
1.600000e+00	16	4.582468e+02	1.099008e+03	1.080000e+01	2.520000e+01	7.057342e-01	7.000000e-01	7.000000e-01	4
1.700000e+00	17	6.566351e+02	1.659151e+03	1.080000e+01	2.520000e+01	7.164526e-01	7.000000e-01	7.000000e-01	4
1.800000e+00	18	4.698479e+02	1.735035e+03	1.080000e+01	2.520000e+01	7.869058e-01	7.000000e-01	7.000000e-01	4
1.900000e+00	19	3.169151e+02	1.284836e+03	1.080000e+01	2.520000e+01	8.021446e-01	7.000000e-01	7.000000e-01	4
2	20	4.197046e+02	1.017162e+03	1.080000e+01	2.520000e+01	7.079028e-01	7.000000e-01	7.000000e-01	4
2.100000e+00	21	5.566263e+02	1.418166e+03	1.080000e+01	2.520000e+01	7.181343e-01	7.000000e-01	7.000000e-01	4
