coordinates 	27.50	191.68	155.50	191.68
time(s)	frame	Idon(a.u.)	Iacc(a.u.)	Idon ideal(a.u.)	Iacc ideal(a.u.)	FRET	FRET ideal (blurr)	FRET ideal	state sequence
1.000000e-01	1	5.521729e+02	1.326814e+03	1.080000e+01	2.520000e+01	7.061326e-01	7.000000e-01	7.000000e-01	2
2.000000e-01	2	6.469654e+02	1.141127e+03	1.080000e+01	2.520000e+01	6.381813e-01	7.000000e-01	7.000000e-01	2
3.000000e-01	3	7.560404e+02	1.313118e+03	1.080000e+01	2.520000e+01	6.346145e-01	7.000000e-01	7.000000e-01	2
4.000000e-01	4	5.726144e+02	9.484026e+02	1.080000e+01	2.520000e+01	6.235319e-01	7.000000e-01	7.000000e-01	2
5.000000e-01	5	8.414617e+02	1.070463e+03	1.080000e+01	2.520000e+01	5.598875e-01	7.000000e-01	7.000000e-01	2
6.000000e-01	6	7.416720e+02	1.613585e+03	1.080000e+01	2.520000e+01	6.850993e-01	7.000000e-01	7.000000e-01	2
7.000000e-01	7	5.865361e+02	1.447699e+03	1.080000e+01	2.520000e+01	7.116676e-01	7.000000e-01	7.000000e-01	2
8.000000e-01	8	7.182674e+02	1.522268e+03	1.080000e+01	2.520000e+01	6.794215e-01	7.000000e-01	7.000000e-01	2
9.000000e-01	9	1.073472e+02	1.228559e+03	1.080000e+01	2.520000e+01	9.196447e-01	7.000000e-01	7.000000e-01	2
1	10	8.504913e+02	1.158240e+03	1.080000e+01	2.520000e+01	5.766027e-01	7.000000e-01	7.000000e-01	2
1.100000e+00	11	2.777486e+02	1.860109e+03	1.080000e+01	2.520000e+01	8.700809e-01	7.000000e-01	7.000000e-01	2
1.200000e+00	12	4.107814e+02	1.256884e+03	1.080000e+01	2.520000e+01	7.536788e-01	7.000000e-01	7.000000e-01	2
1.300000e+00	13	1.079123e+03	5.030393e+02	2.224371e+01	1.375629e+01	3.179443e-01	3.821191e-01	2.000000e-01	1
1.400000e+00	14	1.266992e+03	7.102968e+02	2.880000e+01	7.200000e+00	3.592277e-01	2.000000e-01	2.000000e-01	1
1.500000e+00	15	1.924055e+03	4.337112e+02	2.880000e+01	7.200000e+00	1.839501e-01	2.000000e-01	2.000000e-01	1
1.600000e+00	16	1.527502e+03	5.227961e+02	2.880000e+01	7.200000e+00	2.549854e-01	2.000000e-01	2.000000e-01	1
1.700000e+00	17	1.648986e+03	5.075847e+02	2.880000e+01	7.200000e+00	2.353666e-01	2.000000e-01	2.000000e-01	1
1.800000e+00	18	1.959906e+03	5.658005e+02	2.880000e+01	7.200000e+00	2.240167e-01	2.000000e-01	2.000000e-01	1
1.900000e+00	19	2.176819e+03	4.789744e+02	2.880000e+01	7.200000e+00	1.803508e-01	2.000000e-01	2.000000e-01	1
2	20	1.600159e+03	5.130262e+02	2.880000e+01	7.200000e+00	2.427739e-01	2.000000e-01	2.000000e-01	1
2.100000e+00	21	1.642154e+03	5.974430e+02	2.880000e+01	7.200000e+00	2.667637e-01	2.000000e-01	2.000000e-01	1
2.200000e+00	22	1.427645e+03	4.315454e+02	2.880000e+01	7.200000e+00	2.321146e-01	2.000000e-01	2.000000e-01	1
2.300000e+00	23	1.526205e+03	4.921739e+02	2.880000e+01	7.200000e+00	2.438462e-01	2.000000e-01	2.000000e-01	1
2.400000e+00	24	1.290609e+03	2.568434e+02	2.880000e+01	7.200000e+00	1.659783e-01	2.000000e-01	2.000000e-01	1
2.500000e+00	25	1.744369e+03	5.536466e+02	2.880000e+01	7.200000e+00	2.409238e-01	2.000000e-01	2.000000e-01	1
2.600000e+00	26	1.529269e+03	4.315313e+02	2.880000e+01	7.200000e+00	2.200791e-01	2.000000e-01	2.000000e-01	1
2.700000e+00	27	1.391077e+03	6.105737e+02	2.880000e+01	7.200000e+00	3.050351e-01	2.000000e-01	2.000000e-01	1
