coordinates 	15.54	140.63	143.54	140.63
time(s)	frame	Idon(a.u.)	Iacc(a.u.)	Idon ideal(a.u.)	Iacc ideal(a.u.)	FRET	FRET ideal (blurr)	FRET ideal	state sequence
1.000000e-01	1	5.683350e+02	8.394386e+02	1.080000e+01	2.520000e+01	5.962881e-01	7.000000e-01	7.000000e-01	4
2.000000e-01	2	3.548716e+02	1.425710e+03	1.080000e+01	2.520000e+01	8.006991e-01	7.000000e-01	7.000000e-01	4
3.000000e-01	3	7.363003e+02	1.567942e+03	1.080000e+01	2.520000e+01	6.804588e-01	7.000000e-01	7.000000e-01	4
4.000000e-01	4	7.307481e+02	1.400159e+03	1.080000e+01	2.520000e+01	6.570718e-01	7.000000e-01	7.000000e-01	4
5.000000e-01	5	9.882252e+02	1.697366e+03	1.080000e+01	2.520000e+01	6.320269e-01	7.000000e-01	7.000000e-01	4
6.000000e-01	6	4.546593e+02	1.314166e+03	1.080000e+01	2.520000e+01	7.429598e-01	7.000000e-01	7.000000e-01	4
7.000000e-01	7	3.123886e+02	1.346393e+03	1.080000e+01	2.520000e+01	8.116759e-01	7.000000e-01	7.000000e-01	4
8.000000e-01	8	4.167191e+02	1.406314e+03	1.080000e+01	2.520000e+01	7.714143e-01	7.000000e-01	7.000000e-01	4
9.000000e-01	9	4.875917e+02	1.436222e+03	1.080000e+01	2.520000e+01	7.465494e-01	7.000000e-01	7.000000e-01	4
1	10	7.853390e+02	1.619626e+03	1.080000e+01	2.520000e+01	6.734509e-01	7.000000e-01	7.000000e-01	4
1.100000e+00	11	1.823201e+02	1.591574e+03	1.080000e+01	2.520000e+01	8.972204e-01	7.000000e-01	7.000000e-01	4
1.200000e+00	12	6.603094e+02	1.920031e+03	1.080000e+01	2.520000e+01	7.440999e-01	7.000000e-01	7.000000e-01	4
1.300000e+00	13	5.799747e+02	2.004672e+03	1.080000e+01	2.520000e+01	7.756078e-01	7.000000e-01	7.000000e-01	4
1.400000e+00	14	2.943085e+02	6.867416e+02	1.080000e+01	2.520000e+01	7.000066e-01	7.000000e-01	7.000000e-01	4
1.500000e+00	15	3.940076e+02	1.021122e+03	1.080000e+01	2.520000e+01	7.215750e-01	7.000000e-01	7.000000e-01	4
1.600000e+00	16	3.547141e+02	9.392491e+02	1.080000e+01	2.520000e+01	7.258700e-01	7.000000e-01	7.000000e-01	4
1.700000e+00	17	5.667233e+02	1.591951e+03	1.080000e+01	2.520000e+01	7.374670e-01	7.000000e-01	7.000000e-01	4
