coordinates 	30.64	162.94	158.64	162.94
time(s)	frame	Idon(a.u.)	Iacc(a.u.)	Idon ideal(a.u.)	Iacc ideal(a.u.)	FRET	FRET ideal (blurr)	FRET ideal	state sequence
1.000000e-01	1	6.566312e+02	1.332195e+03	1.080000e+01	2.520000e+01	6.698399e-01	7.000000e-01	7.000000e-01	2
2.000000e-01	2	6.590431e+02	1.903245e+03	1.080000e+01	2.520000e+01	7.427912e-01	7.000000e-01	7.000000e-01	2
3.000000e-01	3	6.330178e+02	1.719458e+03	1.080000e+01	2.520000e+01	7.309142e-01	7.000000e-01	7.000000e-01	2
4.000000e-01	4	5.356287e+02	1.421387e+03	1.080000e+01	2.520000e+01	7.263033e-01	7.000000e-01	7.000000e-01	2
5.000000e-01	5	7.950940e+02	1.275188e+03	1.080000e+01	2.520000e+01	6.159490e-01	7.000000e-01	7.000000e-01	2
6.000000e-01	6	5.505845e+02	1.156960e+03	1.080000e+01	2.520000e+01	6.775578e-01	7.000000e-01	7.000000e-01	2
7.000000e-01	7	1.507650e+03	7.125635e+02	2.257792e+01	1.342208e+01	3.209437e-01	3.728355e-01	2.000000e-01	1
8.000000e-01	8	1.337605e+03	3.636061e+02	2.880000e+01	7.200000e+00	2.137337e-01	2.000000e-01	2.000000e-01	1
9.000000e-01	9	1.847849e+03	3.501765e+02	2.880000e+01	7.200000e+00	1.593141e-01	2.000000e-01	2.000000e-01	1
1	10	2.002929e+03	2.665763e+02	2.880000e+01	7.200000e+00	1.174601e-01	2.000000e-01	2.000000e-01	1
1.100000e+00	11	1.551470e+03	3.930750e+02	2.880000e+01	7.200000e+00	2.021424e-01	2.000000e-01	2.000000e-01	1
1.200000e+00	12	1.169451e+03	3.999986e+02	2.880000e+01	7.200000e+00	2.548655e-01	2.000000e-01	2.000000e-01	1
1.300000e+00	13	9.149539e+02	3.933652e+02	2.880000e+01	7.200000e+00	3.006646e-01	2.000000e-01	2.000000e-01	1
1.400000e+00	14	1.054395e+03	8.468928e+02	2.880000e+01	7.200000e+00	4.454312e-01	2.000000e-01	2.000000e-01	1
1.500000e+00	15	1.810514e+03	4.695801e+02	2.880000e+01	7.200000e+00	2.059476e-01	2.000000e-01	2.000000e-01	1
