coordinates 	6.47	105.13	134.47	105.13
time(s)	frame	Idon(a.u.)	Iacc(a.u.)	Idon ideal(a.u.)	Iacc ideal(a.u.)	FRET	FRET ideal (blurr)	FRET ideal	state sequence
1.000000e-01	1	7.987286e+02	1.584366e+03	1.080000e+01	2.520000e+01	6.648356e-01	7.000000e-01	7.000000e-01	3
2.000000e-01	2	4.115194e+02	1.536287e+03	1.080000e+01	2.520000e+01	7.887268e-01	7.000000e-01	7.000000e-01	3
3.000000e-01	3	5.887094e+02	1.206152e+03	1.080000e+01	2.520000e+01	6.720029e-01	7.000000e-01	7.000000e-01	3
4.000000e-01	4	2.983947e+02	2.315241e+03	1.080000e+01	2.520000e+01	8.858316e-01	7.000000e-01	7.000000e-01	3
5.000000e-01	5	6.403908e+02	9.272126e+02	1.080000e+01	2.520000e+01	5.914842e-01	7.000000e-01	7.000000e-01	3
6.000000e-01	6	6.621471e+02	1.280038e+03	1.080000e+01	2.520000e+01	6.590711e-01	7.000000e-01	7.000000e-01	3
7.000000e-01	7	8.260491e+02	1.237246e+03	1.080000e+01	2.520000e+01	5.996457e-01	7.000000e-01	7.000000e-01	3
8.000000e-01	8	7.799648e+02	1.255022e+03	1.080000e+01	2.520000e+01	6.167223e-01	7.000000e-01	7.000000e-01	3
9.000000e-01	9	7.628317e+02	1.282435e+03	1.080000e+01	2.520000e+01	6.270257e-01	7.000000e-01	7.000000e-01	3
1	10	5.430000e+02	1.682598e+03	1.080000e+01	2.520000e+01	7.560207e-01	7.000000e-01	7.000000e-01	3
1.100000e+00	11	4.913926e+02	1.180316e+03	1.080000e+01	2.520000e+01	7.060537e-01	7.000000e-01	7.000000e-01	3
1.200000e+00	12	7.026356e+02	1.313630e+03	1.080000e+01	2.520000e+01	6.515164e-01	7.000000e-01	7.000000e-01	3
1.300000e+00	13	8.551666e+02	1.461037e+03	1.454373e+01	2.145627e+01	6.307896e-01	5.960076e-01	7.000000e-01	3
1.400000e+00	14	1.441939e+03	3.174686e+02	2.880000e+01	7.200000e+00	1.804407e-01	2.000000e-01	2.000000e-01	1
1.500000e+00	15	1.410354e+03	3.591135e+02	2.880000e+01	7.200000e+00	2.029501e-01	2.000000e-01	2.000000e-01	1
1.600000e+00	16	1.819615e+03	6.479442e+02	2.880000e+01	7.200000e+00	2.625851e-01	2.000000e-01	2.000000e-01	1
1.700000e+00	17	1.631160e+03	2.711762e+02	2.880000e+01	7.200000e+00	1.425490e-01	2.000000e-01	2.000000e-01	1
1.800000e+00	18	1.769490e+03	4.708562e+02	2.880000e+01	7.200000e+00	2.101712e-01	2.000000e-01	2.000000e-01	1
1.900000e+00	19	1.328676e+03	5.761069e+02	2.880000e+01	7.200000e+00	3.024527e-01	2.000000e-01	2.000000e-01	1
2	20	1.318719e+03	4.338389e+02	2.880000e+01	7.200000e+00	2.475461e-01	2.000000e-01	2.000000e-01	1
2.100000e+00	21	1.662314e+03	1.836079e+02	2.880000e+01	7.200000e+00	9.946682e-02	2.000000e-01	2.000000e-01	1
2.200000e+00	22	1.753415e+03	4.149209e+02	2.880000e+01	7.200000e+00	1.913546e-01	2.000000e-01	2.000000e-01	1
2.300000e+00	23	1.801224e+03	4.227459e+02	2.880000e+01	7.200000e+00	1.900862e-01	2.000000e-01	2.000000e-01	1
2.400000e+00	24	2.064462e+03	3.526877e+02	2.880000e+01	7.200000e+00	1.459106e-01	2.000000e-01	2.000000e-01	1
2.500000e+00	25	1.498333e+03	4.024410e+02	2.880000e+01	7.200000e+00	2.117248e-01	2.000000e-01	2.000000e-01	1
2.600000e+00	26	1.599858e+03	3.023598e+02	2.880000e+01	7.200000e+00	1.589512e-01	2.000000e-01	2.000000e-01	1
2.700000e+00	27	9.964999e+02	3.157691e+02	2.880000e+01	7.200000e+00	2.406283e-01	2.000000e-01	2.000000e-01	1
2.800000e+00	28	1.594556e+03	3.621502e+02	2.880000e+01	7.200000e+00	1.850815e-01	2.000000e-01	2.000000e-01	1
2.900000e+00	29	1.461111e+03	4.435465e+02	2.880000e+01	7.200000e+00	2.328747e-01	2.000000e-01	2.000000e-01	1
3	30	1.581400e+03	2.978659e+02	2.880000e+01	7.200000e+00	1.585012e-01	2.000000e-01	2.000000e-01	1
3.100000e+00	31	1.158053e+03	3.976734e+02	2.880000e+01	7.200000e+00	2.556191e-01	2.000000e-01	2.000000e-01	1
3.200000e+00	32	1.758769e+03	2.844708e+02	2.880000e+01	7.200000e+00	1.392253e-01	2.000000e-01	2.000000e-01	1
3.300000e+00	33	1.310811e+03	8.340125e+02	2.234571e+01	1.365429e+01	3.888489e-01	3.792858e-01	2.000000e-01	1
3.400000e+00	34	7.674228e+02	9.288471e+02	1.080000e+01	2.520000e+01	5.475822e-01	7.000000e-01	7.000000e-01	3
