coordinates 	97.68	123.57	225.68	123.57
time(s)	frame	Idon(a.u.)	Iacc(a.u.)	Idon ideal(a.u.)	Iacc ideal(a.u.)	FRET	FRET ideal (blurr)	FRET ideal	state sequence
1.000000e-01	1	5.744652e+02	1.352864e+03	1.080000e+01	2.520000e+01	7.019371e-01	7.000000e-01	7.000000e-01	3
2.000000e-01	2	9.456041e+02	1.556089e+03	1.080000e+01	2.520000e+01	6.220143e-01	7.000000e-01	7.000000e-01	3
3.000000e-01	3	4.930501e+02	8.375895e+02	1.080000e+01	2.520000e+01	6.294638e-01	7.000000e-01	7.000000e-01	3
4.000000e-01	4	6.664104e+02	9.076957e+02	1.080000e+01	2.520000e+01	5.766420e-01	7.000000e-01	7.000000e-01	3
5.000000e-01	5	4.903322e+02	1.870195e+03	1.080000e+01	2.520000e+01	7.922785e-01	7.000000e-01	7.000000e-01	3
6.000000e-01	6	5.415679e+02	1.445532e+03	1.080000e+01	2.520000e+01	7.274581e-01	7.000000e-01	7.000000e-01	3
7.000000e-01	7	5.675744e+02	1.325979e+03	1.080000e+01	2.520000e+01	7.002597e-01	7.000000e-01	7.000000e-01	3
8.000000e-01	8	6.513406e+02	1.347614e+03	1.080000e+01	2.520000e+01	6.741594e-01	7.000000e-01	7.000000e-01	3
9.000000e-01	9	8.066856e+02	1.421560e+03	1.080000e+01	2.520000e+01	6.379727e-01	7.000000e-01	7.000000e-01	3
1	10	5.568572e+02	1.071815e+03	1.080000e+01	2.520000e+01	6.580913e-01	7.000000e-01	7.000000e-01	3
1.100000e+00	11	7.738866e+02	1.538708e+03	1.080000e+01	2.520000e+01	6.653601e-01	7.000000e-01	7.000000e-01	3
1.200000e+00	12	6.309978e+02	1.528457e+03	1.080000e+01	2.520000e+01	7.077977e-01	7.000000e-01	7.000000e-01	3
1.300000e+00	13	5.850874e+02	1.615136e+03	1.080000e+01	2.520000e+01	7.340782e-01	7.000000e-01	7.000000e-01	3
1.400000e+00	14	5.829187e+02	7.982580e+02	1.080000e+01	2.520000e+01	5.779550e-01	7.000000e-01	7.000000e-01	3
1.500000e+00	15	7.662558e+02	9.634098e+02	1.080000e+01	2.520000e+01	5.569919e-01	7.000000e-01	7.000000e-01	3
1.600000e+00	16	4.644232e+02	1.766897e+03	1.080000e+01	2.520000e+01	7.918617e-01	7.000000e-01	7.000000e-01	3
1.700000e+00	17	6.250162e+02	1.773959e+03	1.080000e+01	2.520000e+01	7.394654e-01	7.000000e-01	7.000000e-01	3
1.800000e+00	18	5.154892e+02	1.948289e+03	1.080000e+01	2.520000e+01	7.907729e-01	7.000000e-01	7.000000e-01	3
1.900000e+00	19	3.890369e+02	1.576377e+03	1.080000e+01	2.520000e+01	8.020585e-01	7.000000e-01	7.000000e-01	3
2	20	8.139112e+02	6.477979e+02	1.080000e+01	2.520000e+01	4.431784e-01	7.000000e-01	7.000000e-01	3
2.100000e+00	21	6.322737e+02	1.336380e+03	1.080000e+01	2.520000e+01	6.788293e-01	7.000000e-01	7.000000e-01	3
2.200000e+00	22	6.420378e+02	1.794541e+03	1.080000e+01	2.520000e+01	7.365003e-01	7.000000e-01	7.000000e-01	3
2.300000e+00	23	5.775537e+02	1.079711e+03	1.080000e+01	2.520000e+01	6.515019e-01	7.000000e-01	7.000000e-01	3
2.400000e+00	24	5.787991e+01	1.211799e+03	1.080000e+01	2.520000e+01	9.544137e-01	7.000000e-01	7.000000e-01	3
2.500000e+00	25	7.141604e+02	1.023195e+03	1.080000e+01	2.520000e+01	5.889382e-01	7.000000e-01	7.000000e-01	3
2.600000e+00	26	3.868777e+02	1.560324e+03	1.080000e+01	2.520000e+01	8.013161e-01	7.000000e-01	7.000000e-01	3
2.700000e+00	27	6.090571e+02	1.146762e+03	1.080000e+01	2.520000e+01	6.531209e-01	7.000000e-01	7.000000e-01	3
2.800000e+00	28	5.523379e+02	1.227899e+03	1.080000e+01	2.520000e+01	6.897391e-01	7.000000e-01	7.000000e-01	3
