coordinates 	62.62	101.37	190.62	101.37
time(s)	frame	Idon(a.u.)	Iacc(a.u.)	Idon ideal(a.u.)	Iacc ideal(a.u.)	FRET	FRET ideal (blurr)	FRET ideal	state sequence
1.000000e-01	1	1.430214e+03	3.975634e+02	2.880000e+01	7.200000e+00	2.175119e-01	2.000000e-01	2.000000e-01	1
2.000000e-01	2	1.559238e+03	2.350998e+02	2.880000e+01	7.200000e+00	1.310231e-01	2.000000e-01	2.000000e-01	1
3.000000e-01	3	1.682990e+03	3.332205e+02	2.880000e+01	7.200000e+00	1.652706e-01	2.000000e-01	2.000000e-01	1
4.000000e-01	4	1.417664e+03	2.113861e+02	2.880000e+01	7.200000e+00	1.297604e-01	2.000000e-01	2.000000e-01	1
5.000000e-01	5	1.753235e+03	2.722399e+02	2.880000e+01	7.200000e+00	1.344079e-01	2.000000e-01	2.000000e-01	1
6.000000e-01	6	1.190919e+03	4.333849e+02	2.880000e+01	7.200000e+00	2.668127e-01	2.000000e-01	2.000000e-01	1
7.000000e-01	7	7.922874e+02	1.116014e+03	1.650314e+01	1.949686e+01	5.848206e-01	5.415796e-01	7.000000e-01	3
8.000000e-01	8	4.372399e+02	1.072971e+03	1.080000e+01	2.520000e+01	7.104777e-01	7.000000e-01	7.000000e-01	3
9.000000e-01	9	7.717922e+02	1.017526e+03	1.080000e+01	2.520000e+01	5.686669e-01	7.000000e-01	7.000000e-01	3
1	10	6.467414e+02	1.051660e+03	1.080000e+01	2.520000e+01	6.192058e-01	7.000000e-01	7.000000e-01	3
1.100000e+00	11	6.363396e+02	1.578333e+03	1.080000e+01	2.520000e+01	7.126710e-01	7.000000e-01	7.000000e-01	3
1.200000e+00	12	6.906255e+02	1.495854e+03	1.080000e+01	2.520000e+01	6.841382e-01	7.000000e-01	7.000000e-01	3
1.300000e+00	13	4.559474e+02	1.506395e+03	1.080000e+01	2.520000e+01	7.676515e-01	7.000000e-01	7.000000e-01	3
1.400000e+00	14	2.672719e+02	1.387851e+03	1.080000e+01	2.520000e+01	8.385184e-01	7.000000e-01	7.000000e-01	3
1.500000e+00	15	6.324293e+02	1.374596e+03	1.080000e+01	2.520000e+01	6.848923e-01	7.000000e-01	7.000000e-01	3
1.600000e+00	16	3.653064e+02	1.247074e+03	1.080000e+01	2.520000e+01	7.734366e-01	7.000000e-01	7.000000e-01	3
1.700000e+00	17	5.938901e+02	8.880610e+02	1.080000e+01	2.520000e+01	5.992512e-01	7.000000e-01	7.000000e-01	3
1.800000e+00	18	4.942225e+02	1.679127e+03	1.080000e+01	2.520000e+01	7.725987e-01	7.000000e-01	7.000000e-01	3
1.900000e+00	19	1.875060e+03	3.550008e+02	2.462083e+01	1.137917e+01	1.591888e-01	3.160882e-01	2.000000e-01	1
2	20	2.026595e+03	5.118349e+02	2.880000e+01	7.200000e+00	2.016345e-01	2.000000e-01	2.000000e-01	1
2.100000e+00	21	1.478527e+03	2.892819e+02	2.880000e+01	7.200000e+00	1.636386e-01	2.000000e-01	2.000000e-01	1
2.200000e+00	22	1.895687e+03	5.300520e+02	2.880000e+01	7.200000e+00	2.185116e-01	2.000000e-01	2.000000e-01	1
2.300000e+00	23	9.164600e+02	6.538475e+02	2.880000e+01	7.200000e+00	4.163818e-01	2.000000e-01	2.000000e-01	1
2.400000e+00	24	1.978475e+03	3.471795e+02	2.873300e+01	7.267004e+00	1.492825e-01	2.018612e-01	2.000000e-01	1
